HI_number,Correction_note,Format,Source_Tape_Generation,Series_Title,Meeting_Information,Run_time,Title,Alternate_Titles,Production_Information,Main_Production_Credits,Participants,Summary,Language,Subjects,Worktypes,Location,Rights_Holder
HI2007.053_01,,Media source original:$e2 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: Maxell T-120,original recording,,,,"Split Britches / $c Split Britches, producer ; Lois Weaver, director ; Lois Weaver, writer.",Split Britches -The True Story,"$a Shandol Theater, New York, New York, United States : $c 1984 Sept..",,"Lois Weaver, performer ; Peggy Shaw, performer ; Deb Margolin, performer.","Since 1981, the Split Britches Company (founded by Lois Weaver, Peggy Shaw, and Deb Margolin, www.splitbritches.com) has written and performed in trio, duet, and solo, as well as collaborated and performed with other artists. They describe their work in this way: 'Our work is rooted in popular culture, but positioned against it. It relies on moments rather than plot, relationships rather than story. It depends on the surprise of transformation rather than the logic of psychological narrative. It straddles the line between performance and theater, exploiting theatricality while exposing the pretense. It is about a community of outsiders, queers, eccentrics. It is feminist because it encourages the imaginative potential in everyone and lesbian because it takes the presence of lesbian on stage as a given.' Their vaudevillian satirical gender-bending performances have received numerous awards, including a Jane Chamber award and four Village Voice OBIE awards. Their collection of scripts, ‘Split Britches Feminist Performance/Lesbian Practice’, edited by Sue Ellen Case, won the 1997 Lambda Literary Award for Drama. Thisvideo documents their show ‘Split Britches- The True Story,’ whichmarks the initial collaboration of the trio and is the show from which theygot their name. Conceived and directed by Lois Weaver, it’s a show basedon true stories of three members of Weaver’s family in the Blue RidgeMountains of Virginia, United States. It also marks the beginning of thecompany’s aesthetic: weaving multiple true stories in one, trusting thedetails of the everyday and relying on relation rather than action. TheChristian Science Monitor called this play ‘a tiny masterpiece.’",English,"Split Britches| Feminist theater| Autobiography of women| Blue Ridge Mountains| Weaver, Lois",Performance| Theater| Lesbian theater,,Split Britches
HI2007.054_01,,Media source original:$e2 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: Fuji 120,original recording,,,,"Beauty and the Beast / $c Split Britches, producer ; Lois Weaver, director ; Peggy Shaw, Deb Margolin, Lois Weaver, writers.",Beauty and the Beast (First Version),"$a University of the Streets, New York, New York, United States : $c 1983.",,"Lois Weaver, performer ; Peggy Shaw, performer ; Deb Margolin, performer.","Since 1981, the Split Britches Company (founded by Lois Weaver, Peggy Shaw, and Deb Margolin, www.splitbritches.com) has written and performed in trio, duet, and solo, as well as collaborated and performed with other artists. They describe their work in this way: 'Our work is rooted in popular culture, but positioned against it. It relies on moments rather than plot, relationships rather than story. It depends on the surprise of transformation rather than the logic of psychological narrative. It straddles the line between performance and theater, exploiting theatricality while exposing the pretense. It is about a community of outsiders, queers, eccentrics. It is feminist because it encourages the imaginative potential in everyone and lesbian because it takes the presence of lesbian on stage as a given.' Their vaudevillian satirical gender-bending performances have received numerous awards, including a Jane Chamber award and four Village Voice OBIE awards. Their collection of scripts, ‘Split Britches Feminist Performance/Lesbian Practice’, edited by Sue Ellen Case, won the 1997 Lambda Literary Award for Drama. Thisvideo documents the first version of their show ‘Beauty and the Beast’.Based on the classic fairy tale, influenced by the long rule of republicanpolitics and informed by the Christian agenda that dominates the US sceneup till the present, it is the personal journey of a Salvation Army womanwho plays the good and beautiful daughter who secretly wants to be bad, aRabbi in pink toe shoes who is relegated to the role of the father andlongs to be a stand-up comic, and an 86-year-old lesbian vaudeville freakwho embraces the role of the Beast and comments on politics by forgettingwhich play she is in.",English,"Split Britches| Beauty and the beast| Fairy tales Parodies, imitations, etc.| Feminist theater| Lesbian theater",Performance| Theater| Lesbian theater,,Split Britches
HI2007.055_01,,Media source original:$e2 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: Maxell T-120 HF,original recording,,,,"Beauty and the Beast / $c Split Britches, producer ; Lois Weaver, director ; Peggy Shaw, Deb Margolin, Lois Weaver, writers.",,"$a WOW Café, New York, New York, United States : $c 1986 May 30.","Robin Epstein, set by ; Sara Yager, video by.","Lois Weaver, performer ; Peggy Shaw, performer ; Deb Margolin, performer.","Since 1981, the Split Britches Company (founded by Lois Weaver, Peggy Shaw, and Deb Margolin, www.splitbritches.com) has written and performed in trio, duet, and solo, as well as collaborated and performed with other artists. They describe their work in this way: 'Our work is rooted in popular culture, but positioned against it. It relies on moments rather than plot, relationships rather than story. It depends on the surprise of transformation rather than the logic of psychological narrative. It straddles the line between performance and theater, exploiting theatricality while exposing the pretense. It is about a community of outsiders, queers, eccentrics. It is feminist because it encourages the imaginative potential in everyone and lesbian because it takes the presence of lesbian on stage as a given.' Their vaudevillian satirical gender-bending performances have received numerous awards, including a Jane Chamber award and four Village Voice OBIE awards. Their collection of scripts, ‘Split Britches Feminist Performance/Lesbian Practice’, edited by Sue Ellen Case, won the 1997 Lambda Literary Award for Drama. Thisvideo documents their show ‘Beauty and the Beast'. Based on the classicfairy tale, influenced by the long rule of republican politics and informedby the Christian agenda that dominates the US scene up till the present, itis the personal journey of a Salvation Army woman who plays the good andbeautiful daughter who secretly wants to be bad, a Rabbi in pink toe shoeswho is relegated to the role of the father and longs to be a stand-upcomic, and an 86-year-old lesbian vaudeville freak who embraces the role ofthe Beast and comments on politics by forgetting which play she isin.",English,"Split Britches| Beauty and the beast| Fairy tales Parodies, imitations, etc.| Feminist theater| Lesbian theater",Performance| Theater| Lesbian theater,,Split Britches
HI2007.056_01,"Corrections made to fields 245, 260, 511, 520 and 655.",Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: T-120,original recording,,,,"The Anniversary Waltz / $c Split Britches, producer ; Lois Weaver, director ; Lois Weaver, Peggy Shaw, writers.",Anniversary Waltz,"$a La Mama, New York, New York, United States : $c 1990 Feb..",,"Lois Weaver, performer ; Peggy Shaw, performer.","Since 1981, the Split Britches Company (founded by Lois Weaver, Peggy Shaw, and Deb Margolin, www.splitbritches.com) has written and performed in trio, duet, and solo, as well as collaborated and performed with other artists. They describe their work in this way: 'Our work is rooted in popular culture, but positioned against it. It relies on moments rather than plot, relationships rather than story. It depends on the surprise of transformation rather than the logic of psychological narrative. It straddles the line between performance and theater, exploiting theatricality while exposing the pretense. It is about a community of outsiders, queers, eccentrics. It is feminist because it encourages the imaginative potential in everyone and lesbian because it takes the presence of lesbian on stage as a given.' Their vaudevillian satirical gender-bending performances have received numerous awards, including a Jane Chamber award and four Village Voice OBIE awards. Their collection of scripts, ‘Split Britches Feminist Performance/Lesbian Practice’, edited by Sue Ellen Case, won the 1997 Lambda Literary Award for Drama. Thisvideo documents their show ‘The Anniversary Waltz.’ A celebration ofLois and Peggy’s 10-year relationship, created 1",English,"Split Britches| Weaver, Lois| Shaw, Peggy| Gay marriage| Lesbian couples",Performance| Theater| Lesbian theater,,Split Britches
HI2007.057_01,"Corrections made to fields 245, 260, 520, 653 and 655.",Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: TDK T-120,original recording,,,,"Patience and Sarah / $c Split Britches, producer ; Lois Weaver, director ; Isabel Miller, writer ; Joyce Halliday, adaptation by.",,"$a Women's Interart, New York, New York, United States : $c 1987 May.","Terry Dame, music by ; Joni Wong, set by ;  Susan Young, costumes by.","Lois Weaver, protagonist ; Peggy Shaw, protagonist ; Deb Margolin, cast ; Debra Miller, cast ; Sabrina Artel, cast ; Chris Brandt, cast ; Dan Crozier, cast.","Since 1981, the Split Britches Company (founded by Lois Weaver, Peggy Shaw, and Deb Margolin, www.splitbritches.com) has written and performed in trio, duet, and solo, as well as collaborated and performed with other artists. They describe their work in this way: 'Our work is rooted in popular culture, but positioned against it. It relies on moments rather than plot, relationships rather than story. It depends on the surprise of transformation rather than the logic of psychological narrative. It straddles the line between performance and theater, exploiting theatricality while exposing the pretense. It is about a community of outsiders, queers, eccentrics. It is feminist because it encourages the imaginative potential in everyone and lesbian because it takes the presence of lesbian on stage as a given.' Their vaudevillian satirical gender-bending performances have received numerous awards, including a Jane Chamber award and four Village Voice OBIE awards. Their collection of scripts, ‘Split Britches Feminist Performance/Lesbian Practice’, edited by Sue Ellen Case, won the 1997 Lambda Literary Award for Drama. Thisvideo documents their show ‘Patience and Sarah,’ an adaptation of the eponymousnovel by Isabel Miller. The piece was adapted by Joyce Halliday andproduced in the style of the Split Britches Company.",English,"Split Britches| Miller, Isabel, | Halliday, Joyce| Lesbian theater| Feminist theater",Performance| Theater| Lesbian theater,,Split Britches
HI2007.058_01,"Corrections made to fields ""Tape_of_"", 245, 246, 260, 520, 653 and 655.",Media source original:$e2 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: Sony T120 ES-HG,original recording,,,,"Little Women / $c Split Britches, producer ; Lois Weaver, director ; Lois Weaver, Peggy Shaw, Deb Margolin, writers.",Little Women: The Tragedy| Little Women (Work in Progress),"$a WOW Café, New York, New York, United States : $c 1998 June.","Joni Wong, dramaturg ; Joni Wong, set & lighting design ; Peggy Shaw, set design ; Susan Young, costume design.","Lois Weaver, performer ; Peggy Shaw, performer ; Deb Margolin, Since",,English,"Split Britches| Little Women| Alcott, Louisa May| Feminist theater| Pornography censorship",Performance| Theater| Lesbian theater| Feminist theater,,Split Britches
HI2007.059_01,"Corrections made to fields ""Tape_of_"", ""Mastering Offset Timecode"", 245, 260, 520, 653 and 655.",Media source original:$e2 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: Kodak Eastman EK T-120,original recording,,,,"Little Women: The Tragedy / $c Split Britches, producer ; Lois Weaver, director ; Lois Weaver, Peggy Shaw, Deb Margolin, writers.",Little Women,"$a Ithaca, New York, United States : $c 1998 Dec. 3.","Joni Wong, dramaturg ; Joni Wong, set & lighting design ; Peggy Shaw, set design ; Susan Young, costume design.","Lois Weaver, performer ; Peggy Shaw, performer ; Deb Margolin, performer.","Since 1981, the Split Britches Company (founded by Lois Weaver, Peggy Shaw, and Deb Margolin, www.splitbritches.com) has written and performed in trio, duet, and solo, as well as collaborated and performed with other artists. They describe their work in this way: 'Our work is rooted in popular culture, but positioned against it. It relies on moments rather than plot, relationships rather than story. It depends on the surprise of transformation rather than the logic of psychological narrative. It straddles the line between performance and theater, exploiting theatricality while exposing the pretense. It is about a community of outsiders, queers, eccentrics. It is feminist because it encourages the imaginative potential in everyone and lesbian because it takes the presence of lesbian on stage as a given.' Their vaudevillian satirical gender-bending performances have received numerous awards, including a Jane Chamber award and four Village Voice OBIE awards. Their collection of scripts, ‘Split Britches Feminist Performance/Lesbian Practice’, edited by Sue Ellen Case, won the 1997 Lambda Literary Award for Drama. Thisvideo documents the world premiere of their show ‘Little Women: TheTragedy.’ The piece tackles complex issues of pornography and feminismthrough the humor of only two possibilities: heaven or hell, preacher orprostitute, and the left hand and right hand of Louisa May Alcott.",English,"Split Britches| Little Women| Alcott, Louisa May| Feminist theater| Pornography censorship",Performance| Theater| Lesbian theater,,Split Britches
HI2007.060_01,"Corrections made to fields 245, 260, 520, and 655.",Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: T-120,original recording,,,,"Valley of the Dolls House / $c Split Britches, producer ; Lois Weaver, director & writer ; Peggy Shaw, Deb Margolin, writers ; University of Hawaii students, collaborative creation.",,"$a University of Hawaii, Hawaii, United States : $c 1997.",,"Lois Weaver, performer ; Peggy Shaw, performer ; Deb Margolin, performer ; University of Hawaii performance class, performers.","Since 1981, the Split Britches Company (founded by Lois Weaver, Peggy Shaw, and Deb Margolin, www.splitbritches.com) has written and performed in trio, duet, and solo, as well as collaborated and performed with other artists. They describe their work in this way: 'Our work is rooted in popular culture, but positioned against it. It relies on moments rather than plot, relationships rather than story. It depends on the surprise of transformation rather than the logic of psychological narrative. It straddles the line between performance and theater, exploiting theatricality while exposing the pretense. It is about a community of outsiders, queers, eccentrics. It is feminist because it encourages the imaginative potential in everyone and lesbian because it takes the presence of lesbian on stage as a given.' Their vaudevillian satirical gender-bending performances have received numerous awards, including a Jane Chamber award and four Village Voice OBIE awards. Their collection of scripts, ‘Split Britches Feminist Performance/Lesbian Practice’, edited by Sue Ellen Case, won the 1997 Lambda Literary Award for Drama. Thisvideo documents their show ‘Valley of the Dolls House,’ created inresidency with 26 students from the University of Hawaii in 1997. Based onHenrik Ibsen’s ‘A Doll's House’ and Jacqueline Susann's ‘Valley of theDolls,’ the piece is a celebration of difference and a critique ofwhiteness set in the uniquely multicultural city of Honolulu that is bothbesieged by and dependent on a tacky tourist trade.",English,"Split Britches| Ibsen, Henrik, | Susann, Jacqueline. Valley of the dolls.| Multiculturalism Hawaii| Tourism Hawaii",Performance| Theater| Political theater,,Split Britches
HI2007.061_01,"Corrections made to fields 'Episode part _ of  _', 245, 246, 260, 500, 520 and 655.",Media source original:$e3 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,,,,"Bandido! / $c El Teatro Campesino, producer ; Luis Valdez, director ; Luis Valdez, writer ; Daniel Valdez, musical director.","Bandido!: The American Melodrama of Tiburcio Vasquez, Notorious CaliforniaBandit","$a El Teatro Campesino Playhouse, San Juan Bautista, California, United States : $c 1998.",,"Kinan Valdez, cast ; Tom Pintello, cast ; Olga Lydia Urbano, cast ; Lakin Valdez, cast ; Sandra Longoria, cast ; Cesar Flores, cast ; Seth Millwood, cast ; Anahuac Valdez, cast ; Jeremiah Martinez, cast ; Luis Juarez, cast.",Founded in 196,"English, some Spanish","Teatro Campesino| Chicano theater| Vasquez, Tiburcio| Bandits| Valdez, Luis",Performance| Theater| Chicano theater| Melodrama,,El Teatro Campesino
HI2007.062_01,"Corrections made to fields 'Episode part _ of  _', 245, 246, 260, 500, 520 and 655.",Media source original:$e3 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,,,,"Bandido! / $c El Teatro Campesino, producer ; Luis Valdez, director ; Luis Valdez, writer ; Daniel Valdez, musical director.","Bandido!: The American Melodrama of Tiburcio Vasquez, Notorious CaliforniaBandit",,,"Kinan Valdez, cast ; Tom Pintello, cast ; Olga Lydia Urbano, cast ; Lakin Valdez, cast ; Sandra Longoria, cast ; Cesar Flores, cast ; Seth Millwood, cast ; Anahuac Valdez, cast ; Jeremiah Martinez, cast ; Luis Juarez, cast.",Founded in 196,"English, some Spanish","Teatro Campesino| Chicano theater| Vasquez, Tiburcio| Bandits| Valdez, Luis",Performance| Theater| Chicano theater| Melodrama,,El Teatro Campesino
HI2007.063_01,"Corrections made to fields 'Episode part _ of  _', 245, 246, 260, 500, 520 and 655.",Media source original:$e3 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,,,,"Bandido! / $c El Teatro Campesino, producer ; Luis Valdez, director ; Luis Valdez, writer ; Daniel Valdez, musical director.","Bandido!: The American Melodrama of Tiburcio Vasquez, Notorious CaliforniaBandit",,,"Kinan Valdez, cast ; Tom Pintello, cast ; Olga Lydia Urbano, cast ; Lakin Valdez, cast ; Sandra Longoria, cast ; Cesar Flores, cast ; Seth Millwood, cast ; Anahuac Valdez, cast ; Jeremiah Martinez, cast ; Luis Juarez, cast.",Founded in 196,"English, some Spanish","Teatro Campesino| Chicano theater| Vasquez, Tiburcio| Bandits| Valdez, Luis",Performance| Theater| Chicano theater| Melodrama,,El Teatro Campesino
HI2007.064_01,"Corrections made to fields 245, 245, 260, 500, 508, 511 and 520.",Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: T-60,original recording,,,,"The Passion Play / $c El Teatro Campesino, producer ; Phillip Esparza, producer ; Luis Valdez, director ; Amy Gonzales, assistant director ; Corina M. Rios, production assistant.",A Passion Play: A Re-Enactment of the Crucifixion of Jesus Christ,"$a Mission San Juan Bautista, California, United States : $c 1989 Mar. 24.","Marilyn Abad, video production ; Joseph S. Cardinalli, video production ; Fritz Bettjer, videographer ; Fritz Bettjer, editor ; David Silva, additional music ; Jim Cave, technical director ; Marilyn Abad, stage manager ; K. Gartside, assistant stage manager ; Josie Chavez, costumes by ; Hector Godoy, makeup by ; Joseph Cardinalli, production crew ; Nicole Fruge, production crew ; Lisa Larice, production crew ; Henry Moreno, production crew ; Robert Castro, production crew ; Joaquin Vasquez, production crew ; Petra Arevalo, production crew ; Paul Abad, grip ; Dino Arevalo, sound ; Arturo Gomez, artwork.","Jorge Galvan, cast ; Lupe Valdez, cast ; Miguel Najera, cast ; Thom Pintello, cast ; Armando Quitana, cast ; Ric Salinas, cast ; Herbet Siguenza, cast ; Rogelio Rojas, cast ; Rosa Apodaca, cast ; Amy E. Mager, cast ; Andres Gutierrez, cast ; Janet Johns, cast ; Rosa M. Escalante, cast ; Josie Chavez, cast ; Cesar E. Flores, cast ; Anahuac Valdez, cast ; Corina Beltran, cast ; Hector Godoy, cast ; Richard Montoya, cast ; Kinan Valdez, cast ; Mino Valdez, cast ; Tony Boch, cast ; Fran Hernandez, cast ; Edgar Sanchez, cast ; Karla Arevalo, cast ; Beatrice Brown, cast ; Gaby Candelaria, cast ;Ixiim Flores, cast ; Tajin Flores, cast ; Margaret Galvan, cast ; Nanette Quintero, cast ; Vicky Trujillo, cast ; Kati Valdez, cast ; Ruby Vazquez, cast ; Sonora L.A. Vasquez, cast ; Victoria Villarreal, cast ; Luis Valdez, cast ; Robert Ojeda, cast ; Willie Loya, cast ; Daniel Valdez, cast ; David Silva, cast ; Luis Moreno, cast ; Clyde, cast.",Founded in 196,English and Spanish,Teatro Campesino| Chicano theater| Religious theater| Via Crucis| Passion play,,,El Teatro Campesino
HI2007.065_01,"Corrections made to fields 'Mastering Offset Timecode', 245, 260, 508, 511, 520, 653 and 655.",Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: TDK T-120,original recording,,,,"Zoot Suit / $c El Teatro Campesino, producer ; Anahuac Valdez, producer ; Kinan Valdez, director ; Lakin Valdez, assistant director ; Luis Valdez, writer.",,"$a El Teatro Campesino, San Juan Bautista, California, United States : $c 2003.","Dan Kuramato, music ; Lalo Guerrero, songs composed by ; Laura Akard, choreography ; Joe Cardinalli, set design ; Gabriela Fernandez, costume design ; Paul Skelton, lighting ; Emiliano Valdez, sound design ; Milt Commons, stage manager ; Mahito Shirako, technical director ; Olgalydia Urbano, vocal director.","Raul Sabino Cardona, cast ; Lupe Correa, cast ; Lakin Valdez, cast; Josh A. Sanchez, cast ; Patrick Bautista, cast ; Bodie Olmos, cast ; Anita Reyes, cast ; Malinda DeRouen, cast ; Gilbert Chavarria, cast ; Steven Perez, cast ; Sandra Longoria, cast ; Lisanne Villa, cast ; Andres Miranda, cast ; Andres Sinohui, cast ; Gwendolyn Dreyer, cast ; Nick Doan, cast ; Olgalydia Urbano, cast ; Luis Valdez, cast ; Seth Millwood, cast ; Anahuac Valdez, cast ; Rosa M. Apodaca, cast ; Lupe Valdez, cast ; Rosa M. Escalante, cast ; Paul Myrvold, cast ; Noe Montoya, cast ; Estrella Esparza, cast.","Arguably El Teatro Campesino’s most famous play, ‘Zoot Suit’ wasoriginally produced in 1978 at the Mark Taper Form where it ran for anunprecedented twelve weeks and has since then been revived numerous times,including this production in 2003. In 1981, it was adapted into a featurefilm for Universal Films. ‘Zoot Suit’ is based on the 1942 ‘SleepyLagoon’ murder mystery and the Zoot Suit Riots that occurred in LosAngeles after that.  The riots took place in the racially chargedenvironment of Los Angeles where sailors, soldiers and marines returningfrom World War II came into conflict with local Mexican zoot suiters. OnJune 3, 1943 a group of servicemen alleged they had been assaulted by agroup of Pachucos, Mexican American youth who had their own subcultureduring the 1930s and 40s in the American Southwest. They wore distinctiveclothing, such as zoot suits, and spoke a dialect, Calo, which isrepresented in this ETC production; they were often associated with gangactivity. A larger group of servicemen gathered in the center of theMexican community in Los Angeles where they attacked men wearing zootsuits. The police responded by arresting Mexican American youths, who hadbeen attacked in the riots, for disturbing the peace. ETC's ‘Zoot Suit’combines fact and fiction to show the fate of twenty-two Mexican Americans broughtto trial for a murder they did not commit. The character of Henry Reyna isbased upon real-life zoot suiter Henry Leyvas, who was tried and wrongfullyconvicted of first-degree murder of Jose Diaz in 1942 (the Sleepy Lagoonmurder). Reyna and his friends were set free in 194","English, Spanish and Calo","Teatro Campesino| Chicano theater| Zoot Suit Riots, California, | Leyvas, Henry| Pachucos",Performance| Theater,,El Teatro Campesino
HI2007.066_01,"Corrections made to fields 245, 260, 508, 511, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,,,,"La Pastorela / $c El Teatro Campesino, producer ; Maria Candelaria, producer ; Tina Sandoval, producer ; Kinan Valdez, director ; Mexican folk tradition, original version ; Luis Valdez, adaptation by ; Brian Steeger, music director ; Marianne Steeger, music director.",The Shepherds' Play,"$a Old Mission of San Juan Bautista, San Juan Bautista, California, United States : $c 1995 Dec. 15.","Michael Avina, production design ; Leticia Candelaria, vocal direction ; Janet Johns, choreography ; Anahuac Valdez, lighting design ; Brian Steeger, sound design ; Marianne Steeger, sound design ; Gabriela Fernandez, costume design.","Anahuac Valdez, cast ; Jamie Huertas, cast ; Leticia Candelaria, cast ; Luis Juarez, cast ; Seth Millwood, cast ; Cristal Gonzalez, cast ; Lakin Valdez, cast ; Cesar Flores, cast ; Armando Quintana, cast ; Irma DeLeon, cast ; Gabriela Candelaria, cast ; Alma Perez, cast ; Cynthia Ponce, cast ; Enrique de la Cruz, cast ; Anastasia Perez, cast ; Adela Ruiz, cast ; Josh Sanchez, cast ; Concha Salinas, cast ; Stephani Waidelich, cast ; Irma Aceves, cast ; Bertha Desiderio, cast ; Jeff Mirrione, cast ; Matthew Wynne, cast ; Andrew Gutierrez, cast ; Angelica Hernandez, cast ; Emily Abbink, cast ; Paul Rangel, musician ; Brian Steeger, musician ; Marianne Steeger, musician.",Founded in 196,Spanish and English,Teatro Campesino| Chicano theater| Pastorela| Shepherds' play| Religious theater,Performance| Theater| Chicano theater| Religious theater,,El Teatro Campesino
HI2007.067_01,"Corrections made to fields 'Mastering Offset Timecode', 245, 260, 508, 511, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,,,,"La Pastorela / $c El Teatro Campesino, producer ; Maria Candelaria, producer ; Tina Sandoval, producer ; Kinan Valdez, director ; Mexican folk tradition, original version ; Luis Valdez, adaptation by ; Brian Steeger, music director ; Marianne Steeger, music director.",The Shepherds' Play,,"Michael Avina, production design ; Leticia Candelaria, vocal direction ; Janet Johns, choreography ; Anahuac Valdez, lighting design ; Brian Steeger, sound design ; Marianne Steeger, sound design ; Gabriela Fernandez, costume design.","Anahuac Valdez, cast ; Jamie Huertas, cast ; Leticia Candelaria, cast ; Luis Juarez, cast ; Seth Millwood, cast ; Cristal Gonzalez, cast ; Lakin Valdez, cast ; Cesar Flores, cast ; Armando Quintana, cast ; Irma DeLeon, cast ; Gabriela Candelaria, cast ; Alma Perez, cast ; Cynthia Ponce, cast ; Enrique de la Cruz, cast ; Anastasia Perez, cast ; Adela Ruiz, cast ; Josh Sanchez, cast ; Concha Salinas, cast ; Stephani Waidelich, cast ; Irma Aceves, cast ; Bertha Desiderio, cast ; Jeff Mirrione, cast ; Matthew Wynne, cast ; Andrew Gutierrez, cast ; Angelica Hernandez, cast ; Emily Abbink, cast ; Paul Rangel, musician ; Brian Steeger, musician ; Marianne Steeger, musician.",Founded in 196,Spanish and English,Teatro Campesino| Chicano theater| Pastorela| Shepherds' play| Religious theater,Performance| Theater| Chicano theater| Religious theater,,El Teatro Campesino
HI2007.068_01,"Corrections made to fields 245, 260, 508, 511, 520, and 655.",Media source original:$e3 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,,,,"Mundo Mata / $c El Teatro Campesino, producer ; Anahuac Valdez, producer ; Luis Valdez, director ; Luis Valdez, writer ; Emiliano Valdez, musical director ; David John Chavez, assistant director.",,"$a El Teatro Campesino, San Juan Bautista, California, United States : $c 2001 May.","Paul Skelton, lighting designer ; Gabriela Fernandez, costume designer ; Joe Cardinalli, production design ; Kinan Valdez, production design ; Daniel Valdez, vocal director ; Lupe Trujillo Valdez, casting director ; Daniel Valdez, soundtrack producer ; Izzy Luna Valdez, technical director ; Chicanos on the Run, set construction.","Anahuac Valdez, cast ; Phil Esparza, cast ; Lakin Valdez, cast ; Kinan Valdez, cast ; David Alvarez, cast ; Raul Sabino Cardona, cast ; Jaime Avelar Guzman, cast ; Rosa Angelica León, cast ; Gustavo Manrique, cast ; Daniel Valdez, cast ; Cesar Flores, cast ; Primavera Flor Valdez, cast ; Mary de Anda, cast ; Katrina D. Valdez, cast ; Ruben C. Gonzalez, cast ; Tamra Samudio, cast ; Estrella Esparza, cast ; Tom Shamrell Jr., cast ; Adrian Esai Pacheco, cast.","It is the summer of 1973, and the United Farm Workers are fighting fortheir lives. Led by Cesar Chavez, a march comes to Burlap, California, afictional tank town in the heart of the San Joaquin Valley. This is thebackground for playwright, director and El Teatro Campesino’s founderLuis Valdez’ vintage classic, ‘Mundo Mata,’ a period piece thatexposes the raw realities of life in a small farmworker town. As part of anepic struggle to achieve victory in union elections among ranches up anddown the state, the campaign in Burlap brings together two brothers andpulls them apart. One is Bullet Mata, who returns to his old hometown forthe first time in twelve years; the other, his older brother Mundo is aVietnam veteran. Bullet is a college dropout, turned Chavista sworn tonon-violence. Mundo is a drug dealer, secretly hired by two growers to stopChavez. While the issue of violence versus non-violence becomes a personalmatter between the two brothers, ‘Mundo Mata’ also resonates within alarger landscape of the Civil Rights movement and the Vietnam War. What ifCesar Chavez had been assassinated in 1973? Would history remember himdifferently? These are some of the questions implied in this gritty dramaabout the farmworkers’ struggle for justice. ‘Mundo Mata’ premieredin 1976 in El Paso, Texas in the Chamizal Theater on the borderline withJuarez, Mexico. After being retired, the play was revived, rewritten andrestaged, as documented in this 2001 production. Founded in 196","English, some Spanish","Teatro Campesino| Chicano theater| Chavez, Cesar| United Farm Workers| Civil Rights movement",Performance| Theater| Chicano theater,,El Teatro Campesino
