"HI #","Inventory","DMD Finalized","Title","Alternate title 1","Alternate title 2","Alternate title 3","Alternate title 4","Alternate title 5","Collection","Conference","Event type","Date of event","Location information","Subject","Summary","Artist bio","Copyright holder","Main production credits","Participants","Run time","Run time rounded","Source media format","How many source media form items?","Language","Language note","Publication cycle","Copyright contact designation","Copyright address","Copyright business phone","Copyright mobile phone","Copyright fax","Copyright email 1","Copyright email 2","Copyright email 3","Copyright website"
"HI2020_142_01","1rn8ps8r","checked","Pedra",,,,,,"ERRO Grupo",,"Urban (street) intervention.,Performance","June 2013","New York, NY, USA"," Site-specific theater., Public spaces––Intervention––Politics, Public spaces | Political aspects.,""September 11 Terrorist Attacks, 2001"", Terrorism | Drama.","Pedra originally premiered one month after September 11th, in Florianópolis, Brazil, as an artistic response to the tragedy and its global effect. Twelve years later, ERRO Grupo travels to New York City, invited by The Hemispheric Institute in the context of EMERGENYC 2013, and presents the intervention on different dates and in various public spaces of the city, such as Times Square and Zuccotti Park. During Pedra, three performers carry several stones with them, sometimes leaving them on the ground or holding the stones and standing still, staring at some point of the city's architecture for a long period. The minimalist action reveals different relationships between people and public space, highlighting contemporary issues related to attention, security, normativity, and consumption. The artwork is part of ERRO Grupo's research focus on what they call ""invisible actions,"" as a practice to approach art and everyday life. ","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Conception: ERRO Grupo
Videographers: Martim Amaral and Sarah Ferreira 
Edited by: Sarah Ferreira","Performers: Luiz Henrique Cudo, Luana Raiter, Pedro Bennaton e Sarah Ferreira","5:52.00","0:06","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_143_01","sj3txhmm","checked","Escaparate",,,,,,"ERRO Grupo",,"Urban (street) intervention.,Performance",2009,"Curitiba, Brazil","Immersive virtual environments,Intimacy., Public spaces––Intervention––Politics, Public spaces | Social aspects., Desire.","Escaparate is a street theater performance that engages with the architecture of Curitiba, as well as multimedia resources, to reveal how love connections are built in a spectacular and virtual society. In this footage, a heterosexual couple argues about their relationship, each other’s behavior, and existential issues, while moved by the desires and fantasies of a world made to be watched. The performance intensifies in an ambiguous atmosphere with no clear distinction between internal and external, privacy and exposure, by exploring border spaces such as shops, performing from inside, or along the facades of the city center’s businesses, with live video projection showing the actress inside the building. ","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Director and concept: Pedro Bennaton
Dramaturgy: Luana Raiter e Pedro Bennaton
Footage and edition: Pedro Bennaton","Performers: Ana Paula Cardozo, Tama Ribeiro, Michel Marques, Rodrigo Oliveira, Luana Raiter, Luiz Henrique Cudo","40:53.00","0:41","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_144_01","g79cnwjx","checked","Churrascão IV",,,,,,"ERRO Grupo",,"Urban (street) intervention.,Performance",2007,"Florianópolis, Brazil"," Public spaces––Intervention––Politics, Public spaces | Political aspects., Community life., Community centers., Community power.","Churrascão is a series of urban interventions, first performed by ERRO Grupo in 2003, in which the group organizes an open-air barbecue and offers free food and drinks for the passersby while playing samba music. Brazilian barbecue is a popular street food all over Brazil as well as a typical dish for celebrations of all kinds. The performance ends up creating an unexpected and spontaneous community party atmosphere in the public space, pointing to its intrinsic potential for communal gatherings. Churrascão IV was the fourth edition of the performance and happened as part of the exhibition SPAM, at the Hassis Museum, in Florianópolis.","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Creation: ERRO Grupo
Videographer / Editor: Pedro Bennaton","Performers: Luana Raiter, Michel Marques, Luiz Henrique Cudo, Pedro Bennaton, Rodrigo Oliveira, Ana Paula Cardozo, Julia Amaral, Sarah Ferreira.","5:34.00","0:06","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_145_01","5mkkwqhz","checked","Cultura Fantasiada",,,,,,"ERRO Grupo",,"Urban (street) intervention.,Performance","March 2012","Florianópolis, Brazil"," Site-specific theater., Public spaces––Intervention––Politics,Labor and laboring classes in art, Arts and politics, Consumerism","During the 286th anniversary of Florianópolis, the city where ERRO Grupo is based, they performed Cultura Fantasiada, as a way of questioning what they have to celebrate as artists in that city. The action consisted of dressing up historical monuments, statues, and busts in public spaces and publishing a manifesto addressing the conflict between the art and culture working classes of Floriónapolis, as well as the lack of support artists and culture workers receive from public culture policies. According to the group, politicians usually prioritize big events and enterprises, architecting them as the background for their political campaigns. “If they occupy our cultural spaces with their campaigns and their political conspiracies, we will occupy their monuments and podiums with our protest cultural actions.","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Concept and creation: ERRO Grupo
Videographers: Sarah Ferreira, Pedro Bennaton.","Performers: Pedro Bennaton, Luana Raiter, Sarah Ferreira, Michel Marques, Julia Oliveira, Luiz Henrique Cudo.","5:07.00","0:05","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_146_01","z34tmwxw","checked","Open to ERROR 2012: Perspectives for Conscious Change of Urban Space",,,,,,"ERRO Grupo","""Hemispheric Institute Encuentro (8th : 2013 : São Paulo, Brazil). CITIES | BODIES | ACTION : The politics of passion in the Americas.""","Urban (street) intervention.,Workshop","January 14-16, 2013","São Paulo, Brazil"," Public spaces | Social aspects., Public spaces––Intervention––Politics, Site-specific theater., Arts and politics","Open to Error took place during the 8th Encuentro by the Hemispheric Institute, in São Paulo, Brazil, which sought to examine the intersections between urban space, performance and political/artistic action in the Americas. Guided by ERRO Grupo artists, the workshop addressed practical preparation for actors/performers working in public spaces, focusing on creating a trustworthy atmosphere between the participants. They were together for three days at Universidade de São Paulo and in public spaces in the center of the city. As part of the process, each workshop participant proposed a performative experiment, later executed in subway and train stations and close to their entrances. ","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Video: Pedro Bennaton","Workshop by Luana Raiter, Pedro Bennaton and Luiz Henrique Cudo (ERRO Grupo). Performances by Workshop participants.","59:07.00","0:59","digital file",1,"English,Portuguese,Spanish",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_147_01","bcc2fz8g","checked","Carga Viva",,,,,,"ERRO Grupo",,"Urban (street) intervention.,Performance","October 2004","Maceió, Brazil"," Public spaces––Intervention––Politics, Public spaces | Social aspects.,Alienation,Labor and laboring classes in art, Corporealities.","Carga Viva is a street theater performance based on the texts “On the Sufferings of the World” (1851) by Arthur Schopenhauer and “Rhinoceros” (1959) by Eugène Ionesco. The work adds to ERRO Grupo's research on exploring the power of public space to generate interactive performative games in which reality and fiction converge from the audience's perspective. In Carga Viva, passerby become witnesses of the treatment given to individuals who don't fit in the scope of socially defined normative standards. The motto of the performance is to question problems related to labor, alienation, and madness in a hyper-industrialized era, where bodies are quantified and/or segregated. The performance debuted in Florianópolis in 2002 and the version presented in the video took place in Natal in 2004, during a national tour promoted by the project Palco Giratório, and supported by SESC.","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Concept, dramaturgy and creation: Pedro Bennaton e Luana Raiter
Director: Pedro Bennaton","Performers: Dayana Zdebsky, Luana Raiter, Luiz Henrique Cudo e Michel Marques","36:34.00","0:37","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_148_01","bg79cw1s","checked","Hasard",,,,,,"ERRO Grupo",,"Urban (street) intervention.,Performance","September 2012","Florianópolis, Brazil"," Public spaces––Intervention––Politics, Public spaces | Social aspects., Power politics., Balance of power., Capitalism.","Hasard is an interactive performance and urban intervention exploring the relationship between games and contemporary society. The performance happens simultaneously in four different streets of the same block, proposing different ways of playing for the passerby. According to the game explanation, as stated by the French thinker Roger Caillois, the four elements are: agôn (competition), alea (chance), mimicry (simulation), and ilinx (vertigo). In Hasard, gambling is performed as a metaphor for contemplating the financial aspect of society and how it is structured based on social games that support the concentration of power and maintaining that concentration. The work was created in 2012 by ERRO Grupo and was shown in the same year in different Brazilian cities such as Florianópolis, Biguaçu, São José, Porto Alegre, and São Paulo. ","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Director: Pedro Bennaton 
Dramaturgy and concept: Luana Raiter and Pedro Bennaton
Sound-design: Isaac Varzim
Sound engineers and video: Michel Marques, Rodrigo Ramos and Robison Soletti
Creation, development and production: ERRO Grupo
Video: Rodrigo Ramos, Pedro Bennaton, Diogo Ávila, Ana Carolina Hertwig, Felipe Vernizzi and Neno Miranda. 
Video Edition: by Ana Carolina Von Hertwig and Rodrigo Ramos","Performers: Luana Raiter , Luiz Henrique Cudo , Michel Marques and Sarah Ferreira, Rodrigo Ramos, Dilmo Nunes, Robison Soletti and Crica Gadotti.","51:50.00","0:52","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_149_01","z08kq04q","checked","Enfim um líder",,,,,,"ERRO Grupo",,"Urban (street) intervention.,Performance,Durational performance.","December 19-21, 2007","Florianópolis, Brazil"," Idolatry | Latin America., Idols and images., Idealism., Public spaces––Intervention––Politics, Public spaces | Social aspects.","Enfim um Líder is a theatrical urban intervention that explores the expectation for a fictional leader’s arrival. During three consecutive days, while confronting the passivity of the act of waiting, ERRO Grupo performs adornment, announcements, and organizational actions to prepare a public space for the arrival of this ideal leader. The performance also happens in media such as radios, ""sound cars,"" television, and flyers where the group produced a marketing campaign publicizing and spetacularizing the reception that is supposed to take place at the end of the third day of the performance. Enfim um Líder works with irony to confront the popular desire for an ideal human being, a hero to whom someone may give all their trust and power of decision for their own life. The intervention took place in Florianópolis and in other cities in the countryside of the Paraná state in Brazil.","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Director: Pedro Bennaton 
Dramaturgy and concept: Luana Raiter and Pedro Bennaton
Videographer: Pedro Bennaton and Julia Amaral. Edited by: Pedro Bennaton","Performers: João Garcia, Luana Raiter, Luiz Henrique Cudo, Sarah Ferreira.","1:31:13.00","1:31","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_150_01","5hqbzst4","checked","Seminar Pornosuspense",,,,,,"ERRO Grupo",,"Performance","August 28, 2011","Itaú Cultural Institute, São Paulo, Brazil"," Senses and sensation.,Intimacy., Desire., Corporealities., Body politics","Seminar Pornosuspense is the continuation of the series of actions created by ERRO Grupo between 2011 and 2014, also named Pornosuspense. The focus of the research is sensorial experiments and the difference between pleasure fabrication processes organically and artificially produced. In Seminar Pornosuspense, the group creates a performative lecture and asks itself, “How does technology alter the forms of contact, relationship, and exchange between people?” During the seminar, audiovisual elements such as a video projection shown through Skype are juxtaposed with live performance and text readings, blurring and testing the frontiers between public and private, real and virtual.","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Creation and concept: ERRO Grupo
Production: ERRO Grupo
Dramaturgy and script: Luana Raiter and Pedro Bennaton
Director: Pedro Bennaton
Videographer: Henrique Palazzo. Edited by Pedro Bennaton","Performers: Juarez Nunes, Michel Marques, Luana Raiter, Paula Felitto, Sarah Ferreira.","5:12.00","0:05","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_151_01","3r2286s8","checked","Desvio",,,,,,"ERRO Grupo",,"Performance",2007,"Curitiba, Brazil"," Violence., Public spaces––Intervention––Politics, Public spaces | Social aspects., Social violence, Corporealities.","Desvio is a nomadic street theater performance in which the audience is invited to experience a portrayal of a murder during a guided walk around the city. The work proposes a doubtful game between what is real and illusory in the concrete landscape of city centers, building the fictional performative narrative with interactions between real architecture and pedestrians. The violent theme of the performance creates an uncomfortable and dreamlike environment, where a violent death experience is always being announced, but never actually happens. The performance premiered in October 2016 and was a nominee for the Funarte Myriam Muniz Theatre Award. The performance also received support from Petrobras.","ERRO Grupo is a multidisciplinary performance group founded in 2001 in Florianópolis, Brazil. Focusing on the experimentation of the urban space, the group develops performances, street theater and urban interventions exploring concepts such as invisibility, displacement, participation, and occupation, inserting art in the daily life as a political praxis.
ERRO Grupo has received numerous awards such as the Santa Catarina’s Theater Prize (2017) – awarded by the Cultural Foundation of the Santa Catarina’s State, and the Myriam Muniz Theater Prize (2014) by FUNARTE (Brazilian National Art Foundation). They have published the books POÉTICA do ERRO: Dramaturgias and POÉTICA do ERRO: Registros (2014) and Persistência (2016). Their artworks and workshops have circulated in more than 60 cities in Brazil, the Americas and Europe.","Pedro Bennaton","Concept e director: Pedro Bennaton
Sound: Priscila Zaccaron
Assistant: Rodrigo Sampa
Art direction: Luana Raiter
Art direction assistant: Júlia Amaral
Dramaturgy: Luana Raiter and Pedro Bennaton
Creation: ERRO Grupo
Translation and melody: João Garcia","Performers: ERRO Grupo","1:08:59.00","1:09","digital file",1,"Portuguese",,"2020-10 October","Pedro Bennaton",,,,,"pedrobennaton@errogrupo.com.br",,,"errogrupo.com.br"
"HI2020_153_01","8pk0pc99","checked","Arrivals",,,,,,"El Ciervo Encantado",,"Theater",,," Emigration and immigration., Collective memory., Cuba | Emigration and immigration.,Immigration and society, Identity politics | Cuba.","Arrivals is a solo theater play investigating the identitarian element that unites Cubans when they come back to the island, regardless of the country they migrated to, their age, their political beliefs, or the reasons for their return. The work is a polyphonic exercise in shared memory, to which many friends contributed their writings and voices, creating a collective voice that enters into dialogue with the spectator, who is also the protagonist of the arrivals. Rooted in the Cuban migrant experience, El Ciervo Encantado proposes the Departures-Arrivals diptych as a way to focus on the urgency of contemporary migration crises and their human and social consequences.","El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that engage without concessions with current emergencies and that seek to unveil invisibilized aspects if the memory of being Cuban.","Nelda Castillo","Director: Nelda Castillo
Sound Composition: Sunlay Almeida Rodriguez
Text Archives: Marta Luisa Hernández, Bernardo Menéndez, Lidia Pedreira Elvia Rosa Castro, Mercedes Ruiz, Juan Carlos Cremata, Rogelio Orizondo, Agnieska Hernández, Mario Guerra, Jaime Gomez, Sandra Rami, Jorge Garcell, Yaima Pardo, Lester Hamlet, Yohaina Hernández, Norge Espinosa, Esther Maria Hernández, Teresa Paz y Joel Cano","Performer: Mariela Brito","1:11:57.00","1:12","digital file",1,"Spanish",,"2020-08 August","Nelda Castillo","Línea, La Habana, Cuba",,,,"elciervoencantadocuba@gmail.com",,,"http://elciervoencantado.blogspot.com/"
"HI2020_154_01","4xgxdbrm","checked","Arrivals (Excerpt)",,,,,,"El Ciervo Encantado",,"Theater",,," Cuba | Emigration and immigration., Emigration and immigration.,Immigration and society, Collective memory., Identity politics | Cuba.","Arrivals is a solo theater play investigating the identitarian element that unites Cubans when they come back to the island, regardless of the country they migrated to, their age, their political beliefs, or the reasons for their return. The work is a polyphonic exercise in shared memory, to which many friends contributed their writings and voices, creating a collective voice that enters into dialogue with the spectator, who is also the protagonist of the arrivals. Rooted in the Cuban migrant experience, El Ciervo Encantado proposes the Departures-Arrivals diptych as a way to focus on the urgency of contemporary migration crises and their human and social consequences.","El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that engage without concessions with current emergencies and that seek to unveil invisibilized aspects if the memory of being Cuban.","Nelda Castillo","Director: Nelda Castillo
Sound Composition: Sunlay Almeida Rodriguez
Text Archives: Marta Luisa Hernández, Bernardo Menéndez, Lidia Pedreira Elvia Rosa Castro, Mercedes Ruiz, Juan Carlos Cremata, Rogelio Orizondo, Agnieska Hernández, Mario Guerra, Jaime Gomez, Sandra Rami, Jorge Garcell, Yaima Pardo, Lester Hamlet, Yohaina Hernández, Norge Espinosa, Esther Maria Hernández, Teresa Paz y Joel Cano""","Performer: Mariela Brito","27:18.00","0:27","digital file",1,"Spanish",,"2020-08 August","Nelda Castillo","Línea, La Habana, Cuba",,,,"elciervoencantadocuba@gmail.com",,,"http://elciervoencantado.blogspot.com/"
"HI2020_155_01","15dv4b7h","checked","El Ciervo Encantado on Arrivals: An Artist Talk with Performance Fragments",,,,,,"El Ciervo Encantado",,"Artist talk.,Performance","October 21, 2019","Performance Studies Studio, New York University, New York, NY"," Collective memory., Cuba | Emigration and immigration., Emigration and immigration.,Immigration and society, Identity politics | Cuba.","The Hemispheric Institute, the Department of Spanish and Portuguese, the Department of Performance Studies, the King Juan Carlos I Center, and the Center for Latin American and Caribbean Studies at New York University invited El Ciervo Encantado to a conversation on their performance ARRIVALS. This was the second work in the group’s diptych on Cuban migration, in which the artists began with DEPARTURES in 2017. During the event, Nelda Castillo and Mariela Brito presented excerpts from ARRIVALS, pondering a central question: What is the identitarian element that unites us as Cubans when we come back to the island, regardless of the country we migrated to, our age, our political beliefs, or the reasons for our return? ","El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that engage without concessions with current emergencies and that seek to unveil invisibilized aspects if the memory of being Cuban.","Hemispheric Institute of Performance and Politics","Host: Diana Taylor
Video: The Hemispheric Institute","Guest speakers: Nelda Castillo and Mariela Brito
Performer: Mariela Brito","1:07:56.00","1:08","digital file",1,"Spanish,English",,"2020-08 August",,"20 Cooper Square, Fifth Floor
New York, NY 10003
U.S.A.","+1-212-998-1631",,"+1-212-995-4423","hemi@nyu.edu",,,"http://www.hemisphericinstitute.org"
"HI2020_156_01","wh70s7md","checked","Departures",,,,,,"El Ciervo Encantado",,"Theater",,," Cuba | Emigration and immigration., Collective memory.,Immigration and society, Forced migration | Cuba., Identity politics | Cuba.","Departures is a theater performance that engages the theme of Cuban emigration from 1959 to the present. It looks at each of the best-known emigration crisis (1980 and 1994), and beyond, and explores the unceasing phenomenon that continues to this day. Migration (forced or voluntary) has fragmented families, couples, friendships, communities and, because of its all-encompassing nature, has become a unifying element, a part of the Cuban identity. From the personal experience of actress Mariela Brito and her friends and family, interconnected with the personal histories of the audience—the real and all too real co-protagonist of our drama—Departures seeks communion from a balanced approach to the events that have drastically changed the lives of so many, for good and bad.","El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that engage without concessions with current emergencies and that seek to unveil invisibilized aspects if the memory of being Cuban.","Nelda Castillo","Director: Nelda Castillo
Content editor: Lillian Manzor
Film and edition: Daniel Correa","Performer: Mariela Brito","1:25:40.00","1:26","digital file",1,"Spanish",,"2020-08 August","Nelda Castillo","Línea, La Habana, Cuba",,,,"elciervoencantadocuba@gmail.com",,,"http://elciervoencantado.blogspot.com/"
"HI2020_157_01","rr4xh735","checked","One Melon…!! Your Melon…!!",,,,,,"El Ciervo Encantado",,"Theater","October 2017","Teatro El Ciervo Encantado, La Habana, Cuba"," Americans | Relations with Cubans., Identity politics | Cuba., Stereotypes (Social psychology), Cubans | Social life and customs.,Tourism","One Melon…!! Your Mellon…!! came about in 2016 after the renewal of diplomatic relations between Cuba and the United States. This performance calls into question the endless construction of stereotypes, the broken and often falsified notion of authenticity, and the banality behind the image of tourism, which paints the Cuban archipelago as an incomparable tropical touristic “paradise.""","El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that engage without concessions with current emergencies and that seek to unveil invisibilized aspects if the memory of being Cuban.","Nelda Castillo","Technical assistance: Jaime Gómez Triana
Animated figures: Hermes Vergana and David Valera
Dramaturgy, musical selection and design: Nelda Castillo
Production: El Ciervo Encantado
Content Editor: Lillian Manzor
Film Editor: Daniel Correa","Performers: Mariela Brito, Yindra Reigueifero, Olivia Rodríguez","54:01.00","0:54","digital file",1,"Spanish",,"2020-08 August","Nelda Castillo","Línea, La Habana, Cuba",,,,"elciervoencantadocuba@gmail.com",,,"http://elciervoencantado.blogspot.com/"
"HI2020_158_01","n02v76m3","checked","Rhapsody for the Mule",,,,,,"El Ciervo Encantado",,"Theater,Performance/Installation.",2013,," Cubans | Social life and customs., Identity politics | Cuba., Collective memory., Cuba | Politics and government | 1959-1990., State violence","After several years of conducting research on the streets, and with the group reduced to one performer (Mariela Brito), El Ciervo Encantado returned to the stage with a moving installation based on what its members found in the streets and parks across Cuba. Rapsodia para el mulo (Rhapsody for the Mule), inspired by José Lezama Lima’s poem by the same name, is presented as a painful ritual of weariness and outrage. Having become an ignorant pack animal, the human being accumulates the detritus of a past that offers no hope. The utopian vision of an ideal Cuba has its counterpoint in the complex processes taking place in contemporary Cuban society. Lezama Lima’s poem’s first stanza is never heard. In fact, the mule’s only utterance is at the close of the performance: “And in the end, what became of Cuba?” These words and the performance open up a space for the spectator, who is able to see a non-complacent image of themselves.","El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that engage without concessions with current emergencies and that seek to unveil invisibilized aspects if the memory of being Cuban.","Nelda Castillo","Director: Nelda Castillo
Technical assistance: Reinaldo Valera, Lasklin Lezeano
Production: El Ciervo Encantado","Performer: Mariela Brito","46:41.00","0:47","digital file",1,"Spanish",,"2020-08 August","Nelda Castillo","Línea, La Habana, Cuba",,,,"elciervoencantadocuba@gmail.com",,,"http://elciervoencantado.blogspot.com/"
